countryname,countrycode,indicatorname,indicatorcode,attribute,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Ecuador,248,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,19.08420181,18.47830963,18.32762527,15.73654366,18.48626709,22.92542648,20.26315498,22.17350197,21.30630302,22.34664726,22.03417587,24.06440735,26.3699398,35.7202301,29.39620018,33.33411789,39.3429451,39.45245743,39.43971252,38.80514526
Fiji,819,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,25.66086006,25.88776588,26.08554077,25.92009735,24.71032906,26.50190544,34.57087708,26.2449913,25.40691376,23.82541275,25.77667618,24.30932426,24.92594337,24.05224037,25.566185,25.33398056,25.99795341,24.58643341,25.52587509,27.61765289,27.41173172,28.11296844,29.39167976
Finland,172,Total Revenue as a Percent of GDP,R_RM_GDP,Value,54.70844269,57.17873001,57.13275146,56.69075012,57.2154808,55.4005661,56.70173645,55.27658844,52.89577866,51.50682068,53.70722198,51.18356323,51.48325348,50.67329025,50.43192291,51.86845779,52.2715416,51.9278183,52.43997574,52.25129318,52.22875595,53.35222626,54.02441406,55.0460434,55.18135452
Zambia,754,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,0.000646602,0.001090109,4.82E-05,6.17E-05,4.49E-05,2.74E-05,1.38E-05,,,,,8.09E-05,2.79E-05,,,,,,,,,,,,
Mauritius,684,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,18.87312317,17.84934616,19.15421867,19.70968819,19.27109337,19.66363716,19.06551552,19.54737473,21.041008,22.76962471,21.88704109,21.4305706,21.457304,21.36133957,20.63779831
Morocco,686,Total Revenue as a Percent of GDP,R_RM_GDP,Value,23.01113319,21.53819656,22.11725044,22.84414673,20.80904579,20.27219391,19.97377014,21.74929428,21.88152504,23.41667557,22.48944664,21.54898834,23.20833206,22.02832794,22.90476418,25.08706093,26.16677475,28.47735596,31.25522614,28.65342903,26.81407547,27.22341347,28.03921127,27.73814011,28.04449844
Morocco,686,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,1.538470745,1.619731545,1.402935266,2.048822165,2.151893854,,,1.992162704,2.088046312,2.195615768,,,3.834790945,,,,3.896247625,,3.712541342,3.977111101,,,,,
Tajikistan,923,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,0.307116747,0.659322798,,,,,,,,,,
Slovenia,961,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,16.42649078,14.64243031,13.88981819,13.98473644,13.7762804,13.91916752,14.13986969,13.95804024,13.87254715,13.90831375,13.97277832,13.76458263,13.43817234,13.7575016,14.58786392,14.84504986,14.65352345,14.90895081,14.8503437,14.44245815
Antigua and Barbuda,311,Total Revenue as a Percent of GDP,R_RM_GDP,Value,19.01550674,17.64176178,18.80147743,17.9485817,17.8375206,18.24303246,19.24629402,18.08149338,20.65956116,18.78531456,19.06888962,17.70552063,19.58491898,19.10591698,20.59686089,19.77987671,22.28380775,21.7355423,21.37932205,18.70697021,22.4612236,20.44369888,19.80600739,18.86815453,20.16609383
Syrian Arab Republic,463,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.284353495,3.208008528,1.681780219,0.692197084,0.249752536,0.156924561,0.25880897,0.107032344,0.000253022,,0.003906539,,,,,,,0.012816465,,3.97E-05,,,,,
Trinidad and Tobago,369,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,0.072607718,0.122817844,0.162790909,,,,,,0.018906616,,0.003512765,0.001434507,0.002681711,0.001034919,0.003504865,0.008614434,0.016820414,,,,,
Liberia,668,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,,,,,,,,,,,0.049323145,0.036219891,0.09639392,0.108543441,,0.128071964,0.143214777,0.145466253,0.210153773,
Slovenia,961,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,21.93357468,22.595644,22.25518608,22.93958473,23.51030159,22.7094593,22.68198586,23.20430183,23.46258163,23.52383423,23.97988892,23.88166618,23.62803268,22.63019943,21.62366295,22.05256271,21.82143402,21.94939804,22.17728615,22.05591202
Egypt,469,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,3.162330866,3.077338219,3.552120686,3.45549798,3.762857199,3.603921652,3.598517895,3.28926897,3.199373722,3.591677427,2.73301959,2.560356855,1.925574064,1.97173655,1.902740598,1.438254356,1.562829852,1.392252922,1.565717459,1.352043748,1.2185148,1.010714054,0.938622653,0.956539094,0.884711683
Grenada,328,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,,,,,,,,,,0.361505747,0.019229129,0.011386286,,,,,1.59E-05,,,,6.753168106,7.607726574,7.06725502,6.924337864,7.175796986
Cyprus,423,VAT Revenue as a Percent of GDP,RTGSGV_RM_GDP,Value,,,,,,4.277028084,4.249145985,4.231299877,4.276723862,4.166838646,5.051588535,5.344231606,6.129021168,7.152432919,7.626877785,8.331461906,8.814336777,9.351447105,9.676697731,8.389467239,8.379627228,7.784283638,8.126793861,7.74329567,8.636890411
Bulgaria,918,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,33.07365799,29.80368805,23.23456764,20.18937683,24.63479042,20.79287148,20.01709175,18.06565285,19.93371201,20.28619385,20.32653809,19.85801315,19.21071053,20.4049778,21.30568695,21.84273911,22.90238762,23.14604187,23.52985001,21.11449814,19.53248978,19.23246956,19.90511703,20.31619835,20.17792511
Cyprus,423,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,16.82118797,15.84188557,16.85517693,18.09354973,19.34254074,18.6568718,18.08304787,17.74578667,19.33278656,19.88183212,22.02405167,22.53906059,22.66432762,23.007267,23.12896347,24.87798882,26.00415421,29.99111176,28.38167572,24.56752586,24.495224,24.5105629,23.98472977,24.15875053,25.14123535
Burundi,618,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,15.14453697,14.54325104,15.18797398,16.65077591,16.60088921,13.44810581,12.81454849,15.57119751,14.36626244,14.93191051,14.16679573,13.64515591,14.18800163,13.25611973,13.14581299,12.47460079,12.4430666,12.02424335,12.76053047,13.66358185,14.1847229,13.58198452,12.35698986,11.95194435
"Congo, Republic of",634,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,10.17703438,11.06842709,10.7980423,11.72529888,7.224642754,9.975028992,10.06386089,5.888423443,9.850447655,6.961981773,5.483097076,8.870965958,7.803078651,8.957574844,8.453456879,6.852088451,6.443872929,6.950756073,6.099407196,8.236002922,7.791027546,8.391646385,9.501133919,12.03004456,12.81685925
Nigeria,694,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,13.52813435,15.08599758,7.898459911,9.692120552,11.0180006,14.12431049,11.61643028,8.754469872,11.93891621,7.450834751,7.302400112,10.60428047,10.2082386,8.452985764,7.682348251
Pakistan,564,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,10.98350143,10.05700588,10.68819809,10.55009556,11.24578857,11.29995346,12.35209942,11.05208492,10.71974182,10.88346672,10.60175705,10.4883213,10.73640537,11.36691952,10.84033871,10.13447857,9.782599449,10.32741451,10.20770168,10.08125401,10.08912659,9.507158279,10.35515881,9.970970154,10.53305721
Equatorial Guinea,642,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,13.59212589,12.48942852,11.76176262,12.08994102,10.23436451,9.589795113,8.646784782,5.809626102,10.10831547,5.40943718,4.592606068,8.014442444,12.62562466,10.22931099,8.185627937,8.560400009,10.66470528,9.153782845,9.59821701,18.76821899,9.72842598,8.68512249,10.93145561,10.7063961,12.8479929
Mozambique,688,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,7.442982674,8.303071022,10.726758,10.76280022,9.412086487,9.669288635,8.305187225,8.923474312,8.820828438,8.744231224,9.372612,8.881333351,9.024321556,10.32815361,10.23481083,10.58180237,11.23821831,12.2421217,12.69554329,14.0483799,15.55113029,17.18660164,19.06289291,22.87545586,23.80041313
Zimbabwe,698,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,0.010040383,0.014343593,0.037481062,0.017237898,,
Singapore,576,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,2.006941795,1.983926773,2.128901005,2.032811642,2.288374662
Niger,692,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,,,,,,,0.030005634,0.029042479,0.029897286,,,,,,,
Panama,283,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,0.25069195,0.241072476,0.247402117,0.266772091,0.295837224,0.254725933,0.289334297,0.261399508,0.245694131,0.221339479,0.276334077,0.190104008,0.18451862,0.191633224,0.203491107,0.189679459,0.176199168,0.183698133,0.272750556
Romania,968,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,22.67962456,22.15394783,22.04675865,19.34122276,17.49654961,20.70402527,19.13778305,19.27845383,19.24098969,19.8680954,19.05806541,17.59172821,17.31645203,18.12492561,17.78768539,17.7426815,18.48213387,18.31946182,18.08711815,17.33924484,17.41271591,18.59370995,19.11304474,18.68143845,18.74692535
Armenia,911,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,,0.676725209,,0.795461357,0.431211174,0.743106842,0.908178568,1.687645793,0.530315995,,
Bangladesh,513,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,,,,,0.0136051,0.024127373,0.037419081,5.15E-05,7.18E-05,7.07E-05,1.18E-06,,,,,
Belgium,124,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,,,,,,,0.001508921,0.001897986,0.001595533,0.001638113,0.001691605,0.00191728,0.002242115,0.002013325,0.002011719,0.002495988
Togo,742,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,,,,,,,0.192126125,0.192477763,0.248336479,0.251024187,0.256412834,0.235567689,0.217226684,0.219113261,0.158903599,
Benin,638,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,2.202816248,0.510553479,1.958508611,2.603255033,2.24603796,1.911338449,3.055712223,1.872041464,2.627581835,1.61064899,2.338944674,1.209802628,,
Bosnia & Herzegovina,963,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,,,,,,,,,0.044920407,0.041474227,0.574786961,0.425144404,0.484628052,0.499859184,0.393921316,0.350337595,0.29518801,0.316616654,0.37302655,0.369413167
"Azerbaijan, Rep. of",912,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,,0.138007179,0.225741282,0.439958543,0.316381723,,,,,,,,,0.405992806,0.288470984,0.348757803,0.297903538,0.274049759,0.298050702,0.328523725
Seychelles,718,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,0.048867896,0.032528259,0.082641214,0.035997119,0.028272549,0.049979698,0.03004537,0.031309593,0.038409833,0.510150671,0.044604205,0.019496303,0.000484662,0.000285189,,,,,,,0.030791845,0.529778719
Chad,628,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,0.203563929,0.086405933,,,,,,,,,,,,,,,,,,,,,,,
"China,P.R.: Mainland",924,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,,,,,,0.423848152,0.241134524,0.089769982,0.090726294,0.103719153,0.151092708,0.50308603,0.578329146,0.742032349,0.944300115,1.053215981,1.190754056,1.431690693,1.509541392,
"Gambia, The",648,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,,,,,,,,,,,,,0.147453755,0.53096354,0.11293222,,,,,
Jordan,439,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,,,3.000328779,3.058494091,3.13522172,,,2.913627148,2.489211082,2.644129753,2.683501005,3.070843935,2.888006687,2.702966928,2.693347216,3.178581953,3.854105949,4.079488754,3.869582891,4.521585464,3.329066038,3.259828091,3.133552313,2.858505011,3.012920141
Antigua and Barbuda,311,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,,,,,,0.222079188,0.284802645,0.362742037,0.487876892,0.412421733,0.390852123,0.367414922,0.256820142,0.387905419,0.456009358,0.577968657,0.525915086,0.619432151,0.571962059,0.664685309
"Serbia, Republic of",942,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,,,,,,25.98131752,25.52318954,25.46530724,25.05127716,23.65967178,23.91246223,23.01857758,23.63122177,22.65241623,23.97109032
Cyprus,423,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.446092427,0.442988187,0.442892641,0.467701584,0.45996058,0.137000605,0.153235525,0.190750405,0.176165581,0.152873605,0.140480101,0.151659429,0.151700065,0.730688095,0.814902723,0.758952558,0.801934719,0.821800828,0.835961819,0.895071924,0.891784549,0.894969404,0.872181356,0.885263443,0.873399854
Cambodia,522,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,1.830300808,2.510293007,1.590337634,2.151127577,2.252931595,4.321754456,5.045416355,3.570064306,3.126641035,,
Malawi,676,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,,,9.069782257,10.46284103,11.65132523,13.28118515,13.0390358,14.8154335,15.37093925,15.34433842,15.99767971,14.69641113,15.06531334,16.81506348,16.98431396
"Congo, Dem. Rep. of",636,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,,,,,,,,,0.005222665,0.00396067,0.020856351,0.031397436,0.011587468,0.022602357,0.046388797,0.045596275,0.082127802,0.11202044,0.091797307,0.082195096,,,,
Hungary,944,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,,0.105353661,0.099220596,0.093373649,0.119824581,0.112751633,0.110580072,0.930464506,0.991074443,1.394861221,1.378099799,1.293258667,1.193727612,0.919762611,0.867428899,0.79567796,0.573839307,0.607795835,0.547869205,0.559712768,0.431521952,0.456450552,0.546292484,0.561280489,0.554465055
Iceland,176,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,1.067282081,0.190037131,0.029153662,0.011329262,0.007108926,,,,0.020132635,0.023958385,0.026156168,0.026817543,0.026968298,0.056487262,0.053620815,0.03067033,0.032641087,0.111356214,0.145512953,0.155422688,0.174688369,0.170542017,0.303961277,0.345883936,0.34122929
Solomon Islands,813,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,15.17408943,15.12428761,16.38460159,13.2486887,10.09575272,10.85719585,14.10462952,16.99562645,17.19542313,18.95012856,23.57499123,25.43872643,26.4105587,29.32949257,29.36076164,29.89262009,31.90587616,29.11021423
Turkey,186,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,11.96966171,12.5486412,13.28697586,13.54332352,13.92817974,14.75738525,15.92942142,17.72638321,18.05495834,18.8584156,19.63326645,20.483284,19.74757195,20.53865814,18.32218361,18.81486511,19.03505135,18.85740471,18.15909958,18.58926201,19.67398643,20.07110977,20.12758827,21.23585129,20.55212975
Mali,678,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,11.93830585,12.32879829,13.7660675,14.23241901,14.94424534,15.41890526,14.94938278,14.2269783,13.27444172,14.74873734,14.52051544,14.42411804,14.24012756,14.65545845,14.91695976
Mauritania,682,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,,,11.54475212,10.91773701,12.17990589,13.10272503,11.8633604,12.27988434,11.9699955,11.09481144,13.00117397,12.75492859,17.43016624,17.59830093,18.29637337
Canada,156,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.793468058,0.803764284,0.787722528,0.779716969,0.759446323,0.78390646,0.772605062,0.744166315,0.758256555,0.754012644,0.726837933,0.687327087,0.681322157,0.684467494,0.666777849,0.651363254,0.643744469,0.637927949,0.627010465,0.664299607,0.647241771,0.652966976,0.654978454,0.649669468,0.638303399
"Yemen, Republic of",474,Total Revenue as a Percent of GDP,R_RM_GDP,Value,16.36275101,18.98121834,13.72512627,12.96680164,11.15478611,18.38796234,29.77980804,32.72207642,26.49912071,28.30852699,37.77594757,33.27619553,30.22736359,31.11591911,32.00964355,34.94741058,38.55490112,33.16634369,36.71527863,25.00391769,26.14504051,25.33321762,29.90283012,23.90018082,23.64399529
Myanmar,518,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,19.08634186,17.07101631,15.49766922,12.93009758,11.31825924,10.12483215,9.389767647,10.1451931,11.77462006,12.77691746,12.25761509,11.60075951,10.69869328,11.42170238,12.07674122,23.37745667,23.34993744,26.3602829
Syrian Arab Republic,463,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,0.061491907,0.096930325,0.080456369,0.100784279,0.083777741,0.084592149,0.060359813,0.068672381,,,,,,,,,,,,,,,,,
"Korea, Republic of",542,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,16.52075195,17.24464035,17.10955048,18.1799202,18.37603378,21.19812965,20.61480713,20.40117073,20.7440033,20.00495338,20.49838448,21.3325634,22.62204552,22.32777405,21.31415558,21.0051403,21.5658226,22.11884117,21.54847336,20.73273087
Armenia,911,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,13.26661491,11.54424095,10.68003559,10.63718319,12.8823719,13.64832973,16.08223343,14.78220654,14.32987309,14.57791519,13.99982262,13.97852898,14.33568096,14.45108509,16.01449394,16.75627518,16.1022377,16.44246864,16.6646843,16.95555496,20.99733353,21.02755547
Kiribati,826,Total Revenue as a Percent of GDP,R_RM_GDP,Value,85.14020538,60.19371796,76.5597229,67.13363647,63.42527008,74.31904602,54.56550217,86.09427643,95.59091949,79.46134949,69.34775543,88.16529846,97.7741394,74.37811279,82.57935333,82.68966675,69.79299164,66.08937836,64.84587097,68.38793945,70.15953827,59.62927246,84.22547913,95.39050293,128.6939392
"Kosovo, Republic of",967,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,10.30215168,12.80380726,17.79421043,19.87631607,21.12180519,20.91878891,23.06150246,25.94701004,24.29021835,28.28957939,26.44296837,27.10396767,26.12865829,24.63879776,24.2287674
St. Vincent & Grens.,364,Total Revenue as a Percent of GDP,R_RM_GDP,Value,26.70279694,27.01584816,23.87628937,22.43152618,24.24508858,22.64982033,24.25546646,25.09013748,25.22869492,25.09670639,24.80351448,24.49999046,25.04078865,24.80490303,23.32870293,23.59110832,24.18047905,26.34657478,28.47287369,29.81454659,28.93268776,27.31724167,26.6929493,25.11154556,29.18377304
Kuwait,443,Total Revenue as a Percent of GDP,R_RM_GDP,Value,60.3275795,52.86092377,41.24209976,45.63257217,49.39186859,52.73358536,56.12320709,60.84396362,58.89120865,60.07446671,68.16761017,71.62300873,61.20096588,54.34759521,56.41363525,71.42208862,63.80881882,67.49101257,60.56091309,69.38925171,70.69333649,72.11704254,72.1007843,71.79447937,68.66254425
Nepal,558,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,11.35061455,12.03321075,12.00932312,13.25352859,13.2945013,14.02291584,13.00888157,14.1819334,14.94219589,16.81687164,18.0022583,17.67235756,18.67197227,19.26420593,20.81541252
Lao People's Dem.Rep,544,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,17.40971375,16.66950989,15.17447376,13.14398384,12.34196472,13.42442894,13.79166794,15.15820885,15.43599701,17.02734184,21.4058609,21.46123123,22.53572845,22.6866436,23.62031364
Latvia,941,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,36.6295433,36.23762512,34.06761169,32.48698807,31.82842636,31.36676216,32.30895996,33.46691895,33.45674515,33.77820206,33.39822006,35.65685272,36.08417892,35.6497879,37.06958771,36.0890274,35.47450638
Grenada,328,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,5.138057709,4.466303825,4.294775009,3.785399199,3.794880152,,,,10.7605648,10.8794136,10.12810135,10.37007332,10.95535183,10.39304543,11.23151112,11.25464153,11.11499119,10.51955795,9.502923965,5.818117619,5.91879797,5.639202118,5.499860764,5.828718185
"Macedonia, FYR",962,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,32.56793213,31.18489265,33.20458221,34.39938354,31.47970009,32.95066833,35.92759323,34.49059677,32.70400238,30.94534111,32.02606964,32.83328247,30.93444252,30.09967995,29.38197136,29.44999313,27.96681023,27.61299515
Oman,449,Total Revenue as a Percent of GDP,R_RM_GDP,Value,48.96339035,44.72579575,42.04536438,39.66504669,38.55973053,40.97797012,42.49426651,43.93205643,38.0479126,40.97959518,51.065979,48.17979813,46.76216888,47.20096207,46.84791565,49.23482513,49.8111763,48.83027649,47.41051102,39.29427338,40.63684082,48.91345978,49.48211288,49.13811111,47.25815201
Pakistan,564,Total Revenue as a Percent of GDP,R_RM_GDP,Value,17.51518059,17.43437576,16.20251274,15.75322723,14.19423103,13.552495,14.37711525,13.26743412,12.99436283,13.67764854,14.27018166,14.09795475,15.88288784,17.19197083,14.6200037,14.14496708,13.64256573,14.36421776,14.38272953,14.22692871,14.32452106,12.6192894,13.02486706,13.45628834,15.30423641
Hungary,944,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,46.51907349,46.40742111,43.81982422,43.15781403,43.43362427,44.22661591,43.28390121,42.1914444,42.11414337,42.47651672,41.97516251,42.51033401,45.16308212,45.25643539,46.20268631,45.20703125,44.44010925,46.40650558,47.32720566,47.39710617
Lebanon,446,Total Revenue as a Percent of GDP,R_RM_GDP,Value,9.685757637,15.87366962,11.98134613,15.63833714,17.95674706,17.22729874,17.65444946,15.78262711,17.18120193,18.5957737,18.64854431,17.66261864,20.31915855,22.15814018,23.69278336,23.07644272,25.82509232,24.51226425,24.71183777,24.16566849,21.93263626,22.79086876,21.75337982,19.78836823,21.74287605
Mali,678,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,18.63344383,17.85001373,20.54622841,21.86723137,21.1986866,21.48019409,56.18252945,21.32408714,18.95070839,21.70934677,20.05315399,20.84147644,17.37766647,20.71591568,20.2622261
Panama,283,Total Revenue as a Percent of GDP,R_RM_GDP,Value,34.94402695,18.77636909,23.24074173,22.59668159,21.32046509,22.64783669,21.64943504,22.63663101,22.51442909,24.45744896,24.80767441,23.80438995,22.88484001,22.30283356,21.11380196,22.31799889,24.93517113,27.78279686,26.14769936,25.3747139,25.20093727,24.80709076,25.10273361,24.63465691,22.96849632
Papua New Guinea,853,Total Revenue as a Percent of GDP,R_RM_GDP,Value,33.01264191,31.93740082,27.08820724,27.359375,26.82826614,26.66673088,28.79349327,31.16246605,29.14998055,28.62853813,30.4648838,29.69459152,27.2646637,27.67111206,32.05664444,35.15678406,37.21599197,37.27219772,32.59388351,27.30192184,31.26634598,30.40367889,29.17939568,28.15393257,27.27431679
Indonesia,536,Total Revenue as a Percent of GDP,R_RM_GDP,Value,15.2902298,14.16876507,13.87894249,13.50485039,13.52865791,12.54798985,12.47034931,14.2157526,13.18527985,14.18078518,13.43287373,17.74533272,16.35280037,17.09873772,17.57301521,17.85958481,18.8675251,17.78220367,19.4481144,15.38227749,15.64410591,17.06229019,17.24934578,17.13833427,16.73452187
Mongolia,948,Total Revenue as a Percent of GDP,R_RM_GDP,Value,36.21835709,33.93672943,17.98564339,21.34819794,19.1985817,18.50419617,18.5988369,19.45460701,20.40579605,19.92907524,24.56032753,26.35730553,26.29479408,25.91621017,25.93941689,23.73284721,28.29743958,29.9194355,22.96259308,23.20495605,32.00086212,33.91794968,29.81644058,31.20648193,27.9052372
Suriname,366,Total Revenue as a Percent of GDP,R_RM_GDP,Value,21.01680946,18.03191185,19.24852943,17.6431179,19.1280899,22.9246254,26.5655899,22.25846291,25.65067101,15.73558712,17.77926254,27.11944199,20.24072456,20.41209602,20.99810791,20.81410408,21.09360123,23.45635986,23.83201981,25.31108665,22.72425842,26.66086197,25.13183594,24.68006706,23.50836372
Paraguay,288,Total Revenue as a Percent of GDP,R_RM_GDP,Value,41.05569458,29.71941376,27.47109985,26.01543808,26.32063675,26.57442474,25.90725708,28.45919228,28.71644974,23.38752937,20.25586319,20.71515274,18.14710999,18.88958168,19.85138512,19.38799095,21.32160568,20.33302116,20.01725769,20.79314613,20.80327797,23.26291084,23.64308548,22.11283112,23.15102005
Peru,293,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,19.39252853,18.57060051,18.07855225,18.33191299,18.36316299,19.74668503,21.08800507,21.94150734,22.24795723,20.05456924,21.12788582,21.80315399,22.38607216,22.35621452,22.25631142
Sweden,144,Total Revenue as a Percent of GDP,R_RM_GDP,Value,61.60080338,61.77983475,58.2257576,57.37343216,56.7546463,55.35634232,57.18347168,56.50166321,56.96110153,56.28133011,55.84659958,53.17021179,51.45967865,51.71618652,51.78914261,53.15094376,52.18875885,51.67575455,50.99118805,50.96425247,49.6114769,49.03392029,49.52548599,49.28670502,48.52668762
Swaziland,734,Total Revenue as a Percent of GDP,R_RM_GDP,Value,23.77910042,23.1518631,22.55006027,20.20197296,20.57486343,20.87882614,21.8074646,22.75111771,23.02893448,24.69365501,23.56495094,23.43611908,22.89121819,23.58780098,26.45461845,27.19842911,36.69507217,33.40300751,35.30273438,30.51623154,21.01173782,20.7809639,30.48842239,29.73013115,30.952528
Ireland,178,Total Revenue as a Percent of GDP,R_RM_GDP,Value,40.93799973,42.33072281,43.00252151,41.03311157,41.47260666,37.3637352,38.46316147,39.86275864,36.68725204,36.3891449,35.69232178,33.44301987,32.69607162,33.34524536,34.48282623,34.91204834,36.65093231,36.14729691,34.86539459,33.43701553,33.39361572,32.95331573,33.79158783,33.90219116,34.22190094
Kyrgyz Republic,917,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,24.60978889,20.75432968,24.35900497,19.51713371,21.84962273,23.97248268,22.39819908,19.55570602,21.37440872,23.70381355,23.41762924,24.16822624,25.79090691,27.39248848,31.18302917,30.278965,33.26182938,31.25294113,32.79732132,34.92496872,34.44848251,35.94691086
Malawi,676,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,,,13.45618439,18.36303139,20.89835167,22.69013786,25.52612305,26.51396751,25.68506813,24.96750641,29.18386078,20.14624214,24.89671898,24.14266205,21.97560692
Bhutan,514,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,0.062939867,0.117357835,0.169981405,0.189050078,0.38645792,0.44454065,0.286028594,0.387167066,0.354193777,0.394574881,0.370316893,0.448179454,0.439695269,0.420922428,0.505794823,0.710000694,0.451571345,0.363741159,0.292001456,0.351488918,0.268816352,0.357840419,0.412570059,0.270280808,0.253071815
Cape Verde,624,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,,,,,,,,,,,,,,,,0.029874906,4.496507168,4.407786369,4.371384144,3.840967417,3.888673782,4.013936043,3.668516159,,
Dominican Republic,243,Trade Revenue as a Percent of GDP,RTT_RM_GDP,Value,3.140135765,2.901379585,4.035892963,3.77924943,3.089589119,2.939036846,2.770638227,3.064672709,3.104882479,3.589529514,4.106377125,2.866316319,2.849096298,2.425481081,3.512266159,3.258683443,1.891609311,1.386171103,1.313047767,1.082407713,1.009691477,0.873207927,0.819893539,0.762616634,0.779695213
Israel,436,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,,,,,,,44.35300064,44.09306335,43.90852737,42.5299263,41.40991974,41.20181656,42.26295853,41.40921021,39.00487518,36.23330307,37.12155914,37.33593369,36.15527344,36.89363098,37.25106049
